#DEG_AC	#Gene_Name	#Gene_Ref	#COG	#Class	#Function	#Organism	#Refseq	#Condition
DEG20011017	RRP12	GI:6325245	-	-	Protein required for export of the ribosomal subunits; associates with the RNA components of the pre-ribosomes; contains HEAT-repeats	Saccharomyces cerevisiae	NC_001148	Rich medium
DEG20011018	SWI1	GI:6325241	-	-	Subunit of the SWI/SNF chromatin remodeling complex, which regulates transcription by remodeling chromosomes; required for transcription of many genes, including ADH1, ADH2, GAL1, HO, INO1 and SUC2; can form the prion [SWI+]	Saccharomyces cerevisiae	NC_001148	Rich medium
DEG20011019	ULP1	GI:6325237	-	-	Ubl (ubiquitin-like protein)-specific protease that cleaves Smt3p protein conjugates; specifically required for cell cycle progression; associates with nucleoporins and may interact with septin rings during telophase	Saccharomyces cerevisiae	NC_001148	Rich medium
DEG20011020	ERG10	GI:6325229	-	-	Acetyl-CoA C-acetyltransferase (acetoacetyl-CoA thiolase), cytosolic enzyme that transfers an acetyl group from one acetyl-CoA molecule to another, forming acetoacetyl-CoA; involved in the first step in mevalonate biosynthesis	Saccharomyces cerevisiae	NC_001148	Rich medium
DEG20011021	NOP4	GI:6325213	-	-	Nucleolar protein, essential for processing and maturation of 27S pre-rRNA and large ribosomal subunit biogenesis; constituent of 66S pre-ribosomal particles; contains four RNA recognition motifs (RRMs)	Saccharomyces cerevisiae	NC_001148	Rich medium
DEG20011022	TIM50	GI:6325194	-	-	Constituent of the mitochondrial inner membrane presequence translocase (TIM23 complex); may promote binding of incoming precursor proteins to the intermembrane space domain of Tom22p during translocation	Saccharomyces cerevisiae	NC_001148	Rich medium
DEG20011023	GCR1	GI:6325182	-	-	Transcriptional activator of genes involved in glycolysis; DNA-binding protein that interacts and functions with the transcriptional activator Gcr2p	Saccharomyces cerevisiae	NC_001148	Rich medium
DEG20011024	GPI2	GI:6325181	-	-	Protein involved in the synthesis of N-acetylglucosaminyl phosphatidylinositol (GlcNAc-PI), the first intermediate in the synthesis of glycosylphosphatidylinositol (GPI) anchors; homologous to the human PIG-C protein	Saccharomyces cerevisiae	NC_001148	Rich medium
DEG20011025	MOT1	GI:6325175	-	-	Essential abundant protein involved in regulation of transcription, removes Spt15p (TBP) from DNA via its C-terminal ATPase activity, forms a complex with TBP that binds TATA DNA with high affinity but with altered specificity	Saccharomyces cerevisiae	NC_001148	Rich medium
DEG20011026	SEN54	GI:6325174	-	-	Subunit of the tRNA splicing endonuclease, which is composed of Sen2p, Sen15p, Sen34p, and Sen54p	Saccharomyces cerevisiae	NC_001148	Rich medium
DEG20011027	SEC16	GI:6325172	-	-	COPII vesicle coat protein required for ER transport vesicle budding and autophagosome formation; Sec16p is bound to the periphery of ER membranes and may act to stabilize initial COPII complexes; interacts with Sec23p, Sec24p and Sec31p	Saccharomyces cerevisiae	NC_001148	Rich medium
DEG20011028	NOG1	GI:6325164	-	-	Putative GTPase that associates with free 60S ribosomal subunits in the nucleolus and is required for 60S ribosomal subunit biogenesis; constituent of 66S pre-ribosomal particles; member of the ODN family of nucleolar G-proteins	Saccharomyces cerevisiae	NC_001148	Rich medium
DEG20011029	SEC62	GI:41629689	-	-	Essential subunit of Sec63 complex (Sec63p, Sec62p, Sec66p and Sec72p); with Sec61 complex, Kar2p/BiP and Lhs1p forms a channel competent for SRP-dependent and post-translational SRP-independent protein targeting and import into the ER	Saccharomyces cerevisiae	NC_001148	Rich medium
DEG20011030	IDI1	GI:6325140	-	-	Isopentenyl diphosphate:dimethylallyl diphosphate isomerase (IPP isomerase), catalyzes an essential activation step in the isoprenoid biosynthetic pathway; required for viability	Saccharomyces cerevisiae	NC_001148	Rich medium
DEG20011031	TFB2	GI:6325135	-	-	Subunit of TFIIH and nucleotide excision repair factor 3 complexes, involved in transcription initiation, required for nucleotide excision repair, similar to 52 kDa subunit of human TFIIH	Saccharomyces cerevisiae	NC_001148	Rich medium
DEG20011032	SPC29	GI:6325133	-	-	Inner plaque spindle pole body (SPB) component, links the central plaque component Spc42p to the inner plaque component Spc110p; required for SPB duplication	Saccharomyces cerevisiae	NC_001148	Rich medium
DEG20011033	NAN1	GI:6325131	-	-	U3 snoRNP protein, component of the small (ribosomal) subunit (SSU) processosome containing U3 snoRNA; required for the biogenesis of18S rRNA	Saccharomyces cerevisiae	NC_001148	Rich medium
DEG20011034	TBF1	GI:6325129	-	-	Telobox-containing general regulatory factor; binds to TTAGGG repeats within subtelomeric anti-silencing regions (STARs) and possibly throughout the genome and mediates their insulating capacity by blocking silent chromatin propagation	Saccharomyces cerevisiae	NC_001148	Rich medium
DEG20011035	RPL5	GI:6325126	-	-	Protein component of the large (60S) ribosomal subunit with similarity to E. coli L18 and rat L5 ribosomal proteins; binds 5S rRNA and is required for 60S subunit assembly	Saccharomyces cerevisiae	NC_001148	Rich medium
DEG20011036	GIP3	GI:6325121	-	-	Glc7-interacting protein whose overexpression relocalizes Glc7p from the nucleus and prevents chromosome segregation; may interact with ribosomes, based on co-purification experiments	Saccharomyces cerevisiae	NC_001148	Rich medium
DEG20011037	RPL33A	GI:6325114	-	-	N-terminally acetylated ribosomal protein L37 of the large (60S) ribosomal subunit, nearly identical to Rpl33Bp and has similarity to rat L35a; rpl33a null mutant exhibits slow growth while rpl33a rpl33b double null mutant is inviable	Saccharomyces cerevisiae	NC_001148	Rich medium
DEG20011038	NOP53	GI:6325111	-	-	Nucleolar protein; involved in biogenesis of the 60S subunit of the ribosome; interacts with rRNA processing factors Cbf5p and Nop2p; null mutant is viable but growth is severely impaired	Saccharomyces cerevisiae	NC_001148	Rich medium
DEG20011039	PRP46	GI:6325106	-	-	Splicing factor that is found in the Cef1p subcomplex of the spliceosome	Saccharomyces cerevisiae	NC_001148	Rich medium
DEG20011040	RAD53	GI:6325104	-	-	Protein kinase, required for cell-cycle arrest in response to DNA damage; activated by trans autophosphorylation when interacting with hyperphosphorylated Rad9p; also interacts with ARS1 and plays a role in initiation of DNA replication	Saccharomyces cerevisiae	NC_001148	Rich medium
DEG20011041	CDC60	GI:6325097	-	-	Cytosolic leucyl tRNA synthetase, ligates leucine to the appropriate tRNA	Saccharomyces cerevisiae	NC_001148	Rich medium
DEG20011042	MEX67	GI:6325088	-	-	Poly(A)RNA binding protein involved in nuclear mRNA export, component of the nuclear pore; ortholog of human TAP	Saccharomyces cerevisiae	NC_001148	Rich medium
DEG20011043	SPT14	GI:9755344	-	-	UDP-GlcNAc-binding and catalytic subunit of the enzyme that mediates the first step in glycosylphosphatidylinositol (GPI) biosynthesis, mutations cause defects in transcription and in biogenesis of cell wall proteins	Saccharomyces cerevisiae	NC_001148	Rich medium
DEG20011044	NAB3	GI:6325066	-	-	Single stranded RNA binding protein; acidic ribonucleoprotein; required for termination of non-poly(A) transcripts and efficient splicing; interacts with Nrd1p	Saccharomyces cerevisiae	NC_001148	Rich medium
DEG20011045	TPK2	GI:6325053	-	-	cAMP-dependent protein kinase catalytic subunit; promotes vegetative growth in response to nutrients via the Ras-cAMP signaling pathway; inhibited by regulatory subunit Bcy1p in the absence of cAMP; partially redundant with Tpk1p and Tpk3p	Saccharomyces cerevisiae	NC_001148	Rich medium
DEG20011046	HRR25	GI:6325052	-	-	Protein kinase involved in regulating diverse events including vesicular trafficking, DNA repair, and chromosome segregation; binds the CTD of RNA pol II; homolog of mammalian casein kinase 1delta (CK1delta)	Saccharomyces cerevisiae	NC_001148	Rich medium
DEG20011047	TYW1	GI:6325049	-	-	Protein required for the synthesis of wybutosine, a modified guanosine found at the 3'-position adjacent to the anticodon of phenylalanine tRNA which supports reading frame maintenance by stabilizing codon-anticodon interactions	Saccharomyces cerevisiae	NC_001148	Rich medium
DEG20011048	IPL1	GI:6325047	-	-	Aurora kinase subunit of the conserved chromosomal passenger complex (CPC; Ipl1p-Sli15p-Bir1p-Nbl1p), involved in regulating kinetochore-microtubule attachments; helps maintain condensed chromosomes during anaphase and early telophase	Saccharomyces cerevisiae	NC_001148	Rich medium
DEG20011049	SRP72	GI:37362700	-	-	Core component of the signal recognition particle (SRP) ribonucleoprotein (RNP) complex that functions in targeting nascent secretory proteins to the endoplasmic reticulum (ER) membrane	Saccharomyces cerevisiae	NC_001148	Rich medium
DEG20011050	NIP7	GI:6325045	-	-	Nucleolar protein required for 60S ribosome subunit biogenesis, constituent of 66S pre-ribosomal particles; physically interacts with Nop8p and the exosome subunit Rrp43p	Saccharomyces cerevisiae	NC_001148	Rich medium
DEG20011051	BMS1	GI:6325039	-	-	Essential conserved nucleolar GTP-binding protein required for synthesis of 40S ribosomal subunits and for processing of the 35S pre-rRNA at sites A0, A1, and A2; interacts with Rcl1p, has similarity to Tsr1p	Saccharomyces cerevisiae	NC_001148	Rich medium
DEG20011052	SAR1	GI:6325038	-	-	GTPase, GTP-binding protein of the ARF family, component of COPII coat of vesicles; required for transport vesicle formation during ER to Golgi protein transport	Saccharomyces cerevisiae	NC_001148	Rich medium
DEG20011053	CET1	GI:6325028	-	-	Beta (RNA 5'-triphosphatase) subunit of the mRNA capping enzyme, a heterodimer (the other subunit is CEG1, a guanylyltransferase) involved in adding the 5' cap to mRNA; the mammalian enzyme is a single bifunctional polypeptide	Saccharomyces cerevisiae	NC_001148	Rich medium
DEG20011054	FAS2	GI:6325025	-	-	Alpha subunit of fatty acid synthetase, which catalyzes the synthesis of long-chain saturated fatty acids; contains beta-ketoacyl reductase and beta-ketoacyl synthase activities; phosphorylated	Saccharomyces cerevisiae	NC_001148	Rich medium
DEG20011055	NSL1	GI:6325023	-	-	Essential component of the MIND kinetochore complex (Mtw1p Including Nnf1p-Nsl1p-Dsn1p) which joins kinetochore subunits contacting DNA to those contacting microtubules; required for accurate chromosome segregation	Saccharomyces cerevisiae	NC_001148	Rich medium
DEG20011056	RVB2	GI:6325021	-	-	Essential protein involved in transcription regulation; component of chromatin remodeling complexes; required for assembly and function of the INO80 complex; also referred to as reptin; member of the RUVB-like protein family	Saccharomyces cerevisiae	NC_001148	Rich medium
DEG20011057	SUI3	GI:6325018	-	-	Beta subunit of the translation initiation factor eIF2, involved in the identification of the start codon; proposed to be involved in mRNA binding	Saccharomyces cerevisiae	NC_001148	Rich medium
DEG20011058	IQG1	GI:6325014	-	-	Essential protein required for determination of budding pattern, promotes localization of axial markers Bud4p and Cdc12p and functionally interacts with Sec3p, localizes to the contractile ring during anaphase, member of the IQGAP family	Saccharomyces cerevisiae	NC_001148	Rich medium
DEG20011059	SRP68	GI:6325013	-	-	Core component of the signal recognition particle (SRP) ribonucleoprotein (RNP) complex that functions in targeting nascent secretory proteins to the endoplasmic reticulum (ER) membrane	Saccharomyces cerevisiae	NC_001148	Rich medium
DEG20011060	YAH1	GI:6325004	-	-	Ferredoxin of the mitochondrial matrix required for formation of cellular iron-sulfur proteins; involved in heme A biosynthesis; homologous to human adrenodoxin	Saccharomyces cerevisiae	NC_001148	Rich medium
DEG20011061	BBP1	GI:6325000	-	-	Protein required for the spindle pole body (SPB) duplication, localized at the central plaque periphery; forms a complex with a nuclear envelope protein Mps2p and SPB components Spc29p and Kar1p; required for mitotic functions of Cdc5p	Saccharomyces cerevisiae	NC_001148	Rich medium
DEG20011062	DIM1	GI:6324989	-	-	Essential 18S rRNA dimethylase (dimethyladenosine transferase), responsible for conserved m6(2)Am6(2)A dimethylation in 3'-terminal loop of 18S rRNA, part of 90S and 40S pre-particles in nucleolus, involved in pre-ribosomal RNA processing	Saccharomyces cerevisiae	NC_001148	Rich medium
DEG20011063	RPA135	GI:6325267	-	-	RNA polymerase I subunit A135	Saccharomyces cerevisiae	NC_001148	Rich medium
DEG20011064	TIF6	GI:6325273	-	-	Constituent of 66S pre-ribosomal particles, has similarity to human translation initiation factor 6 (eIF6); may be involved in the biogenesis and or stability of 60S ribosomal subunits	Saccharomyces cerevisiae	NC_001148	Rich medium
DEG20011065	MCM4	GI:6325276	-	-	Essential helicase component of heterohexameric MCM2-7 complexes which bind pre-replication complexes on DNA and melt the DNA prior to replication; accumulates in the nucleus in G1; homolog of S. pombe Cdc21p	Saccharomyces cerevisiae	NC_001148	Rich medium
DEG20011066	CCL1	GI:6325282	-	-	Cyclin associated with protein kinase Kin28p, which is the TFIIH-associated carboxy-terminal domain (CTD) kinase involved in transcription initiation at RNA polymerase II promoters	Saccharomyces cerevisiae	NC_001148	Rich medium
DEG20011067	HTS1	GI:6325290	-	-	Cytoplasmic and mitochondrial histidine tRNA synthetase; encoded by a single nuclear gene that specifies two messages; efficient mitochondrial localization requires both a presequence and an amino-terminal sequence	Saccharomyces cerevisiae	NC_001148	Rich medium
DEG20011068	ARP7	GI:6325291	-	-	Component of both the SWI/SNF and RSC chromatin remodeling complexes; actin-related protein involved in transcriptional regulation	Saccharomyces cerevisiae	NC_001148	Rich medium
DEG20011069	GLN1	GI:6325292	-	-	Glutamine synthetase (GS), synthesizes glutamine from glutamate and ammonia; with Glt1p, forms the secondary pathway for glutamate biosynthesis from ammonia; expression regulated by nitrogen source and by amino acid limitation	Saccharomyces cerevisiae	NC_001148	Rich medium
DEG20011070	TIP41	GI:6325297	-	-	Protein that interacts physically and genetically with Tap42p, which regulates protein phosphatase 2A; component of the TOR (target of rapamycin) signaling pathway	Saccharomyces cerevisiae	NC_001148	Rich medium
DEG20011071	TIF5	GI:6325298	-	-	Translation initiation factor eIF-5; N-terminal domain functions as a GTPase-activating protein to mediate hydrolysis of ribosome-bound GTP; C-terminal domain is the core of ribosomal preinitiation complex formation	Saccharomyces cerevisiae	NC_001148	Rich medium
