UniProtKB	DIP	Entry.name	Protein.names	Gene.names	Length	Gene.names.ORF	Gene.names.ordered.locus	Gene.names.synonym	Gene.names.primary	Cross.ref.RefSeq	Cross.ref.EnsembleFungi	Cross.ref.GeneID	Cross.ref.CYGD	Cross.ref.SGD	Probe.Set.IDs
Q12494	DIP-1402N	KCS1_YEAST	Inositol hexakisphosphate kinase 1 (InsP6 kinase 1) (EC 2.7.4.21) (InsP6 kinase KCS1) (PKC1 suppressor protein 1)	KCS1 YDR017C PZF1050	1050	PZF1050	YDR017C	---	KCS1	NP_010300.3;	YDR017C;	851580;	YDR017c;	S000002424;	6478_at
Q04396	DIP-1415N	LPP1_YEAST	Lipid phosphate phosphatase 1 (EC 3.1.3.-) (Phosphatidate phosphatase) (EC 3.1.3.4)	LPP1 YDR503C D9719.9	274	D9719.9	YDR503C	---	LPP1	NP_010791.3;	YDR503C;	852114;	YDR503c;	S000002911;	5972_at
Q04087	DIP-1416N	LRS4_YEAST	Monopolin complex subunit LRS4 (Loss of rDNA silencing protein 4)	LRS4 YDR439W D9461.25	347	D9461.25	YDR439W	---	LRS4	NP_010727.1;	YDR439W;	852049;	YDR439w;	S000002847;	6046_at
P40089	DIP-1417N	LSM5_YEAST	U6 snRNA-associated Sm-like protein LSm5	LSM5 YER146W	93	---	YER146W	---	LSM5	NP_011073.1;	YER146W;	856889;	YER146w;	S000000948;	5586_at
Q06406	DIP-1418N	LSM6_YEAST	U6 snRNA-associated Sm-like protein LSm6	LSM6 YDR378C D9481.18	86	D9481.18	YDR378C	---	LSM6	NP_010666.2;	YDR378C;	851984;	---	S000002786;	6075_at
P53905	DIP-1419N	LSM7_YEAST	U6 snRNA-associated Sm-like protein LSm7	LSM7 YNL147W N1202 N1780	115	N1202 N1780	YNL147W	---	LSM7	NP_014252.2;	YNL147W;	855575;	YNL147w;	S000005091;	9021_at
P0C0X0	DIP-1389N	RS28B_YEAST	40S ribosomal protein S28-B (S33) (YS27)	RPS28B RPS33B YLR264W L8479.5	67	L8479.5	YLR264W	RPS33B	RPS28B	NP_013366.1;	YLR264W;	850969;	YLR264w;	S000004254;	10068_i_at;10069_f_at
Q06217	DIP-1421N	SMD2_YEAST	Small nuclear ribonucleoprotein Sm D2 (Sm-D2) (snRNP core protein D2)	SMD2 YLR275W L9328.5	110	L9328.5	YLR275W	---	SMD2	NP_013377.1;	YLR275W;	850981;	YLR275w;	S000004265;	10033_at
O13550	DIP-1422N	YL269_YEAST	Putative uncharacterized protein YLR269C	YLR269C	116	---	YLR269C	---	---	---	YLR269C;	---	---	S000004259;	10074_at
P32601	DIP-1423N	DSS4_YEAST	Protein DSS4	DSS4 YPR017C LPZ16C YP9531.11C	143	LPZ16C YP9531.11C	YPR017C	---	DSS4	NP_015342.1;	YPR017C;	856128;	YPR017c;	S000006221;	7724_at
Q02197	DIP-1428N	NAA35_YEAST	N-alpha-acetyltransferase, 35 NatC auxiliary subunit (Glucose repressible protein MAK10) (L-A virus GAG protein N-acetyltransferase subunit MAK10) (Maintenance of killer protein 10) (N-terminal acetyltransferase C complex subunit MAK10) (NatC complex subunit MAK10)	MAK10 NAA35 YEL053C	733	---	YEL053C	NAA35	MAK10	NP_010861.3;	YEL053C;	856657;	YEL053c;	S000000779;	5782_at
Q03503	DIP-1427N	NAA30_YEAST	N-alpha-acetyltransferase 30 (EC 2.3.1.88) (L-A virus GAG protein N-acetyltransferase subunit MAK3) (Maintenance of killer protein 3) (N-terminal acetyltransferase C complex catalytic subunit MAK3) (NatC complex subunit MAK3) (NatC catalytic subunit)	MAK3 NAA30 YPR051W YP9499.08	176	YP9499.08	YPR051W	NAA30	MAK3	NP_015376.1;	YPR051W;	856163;	YPR051w;	S000006255;	7716_at
Q03435	DIP-1387N	NHP10_YEAST	Non-histone protein 10 (High mobility group protein 2)	NHP10 HMO2 YDL002C YD8119.05C	203	YD8119.05C	YDL002C	HMO2	NHP10	NP_010282.3;	YDL002C;	851562;	YDL002c;	S000002160;	6460_at
Q06667	DIP-1388N	IPK1_YEAST	Inositol-pentakisphosphate 2-kinase (EC 2.7.1.158) (Inositol-1,3,4,5,6-pentakisphosphate 2-kinase) (Ins(1,3,4,5,6)P5 2-kinase) (InsP5 2-kinase)	IPK1 GSL1 YDR315C	281	---	YDR315C	GSL1	IPK1	NP_010601.3;	YDR315C;	851910;	YDR315c;	S000002723;	6146_at
P47154	DIP-1390N	STE24_YEAST	CAAX prenyl protease 1 (EC 3.4.24.84) (A-factor-converting enzyme) (Prenyl protein-specific endoprotease 1) (PPSEP 1)	STE24 AFC1 YJR117W J2032	453	J2032	YJR117W	AFC1	STE24	NP_012651.1;	YJR117W;	853581;	YJR117w;	S000003878;	10910_at
P53769	DIP-1391N	CWC24_YEAST	Pre-mRNA-splicing factor CWC24 (Complexed with CEF1 protein 24)	CWC24 YLR323C L8543.3	259	L8543.3	YLR323C	---	CWC24	NP_013427.1;	YLR323C;	851033;	YLR323c;	S000004315;	9992_at
Q07821	DIP-1394N	ISA1_YEAST	Iron-sulfur assembly protein 1	ISA1 YLL027W	250	---	YLL027W	---	ISA1	NP_013073.1;	YLL027W;	850632;	YLL027w;	S000003950;	10359_at
P39939	DIP-1395N	RS26B_YEAST	40S ribosomal protein S26-B	RPS26B YER131W	119	---	YER131W	---	RPS26B	NP_011057.1;	YER131W;	856868;	YER131w;	S000000933;	5571_at
P32645	DIP-1397N	ISC10_YEAST	Meiosis-specific protein ISC10	ISC10 YER180C SYGP-ORF62	267	SYGP-ORF62	YER180C	---	ISC10	NP_011107.1;	YER180C;	856927;	YER180c;	S000000982;	5529_at
P00931	DIP-1398N	TRP_YEAST	Tryptophan synthase (EC 4.2.1.20)	TRP5 YGL026C	707	---	YGL026C	---	TRP5	NP_011489.1;	YGL026C;	852858;	YGL026c;	S000002994;	5036_at
P53755	DIP-1400N	BSC5_YEAST	Bypass of stop codon protein 5	BSC5 YNR069C N3555	489	N3555	YNR069C	---	BSC5	NP_014467.3;	YNR069C;	855806;	YNR069c;	S000005352;	8781_at
P38217	DIP-1399N	IMB2_YEAST	Importin subunit beta-2 (Importin-104) (Karyopherin subunit beta-2) (Karyopherin-104) (Transportin) (TRN)	KAP104 YBR017C YBR0224	918	YBR0224	YBR017C	---	KAP104	NP_009573.1;	YBR017C;	852305;	YBR017c;	S000000221;	7330_at
P47158	DIP-1404N	CAF17_YEAST	Putative transferase CAF17, mitochondrial (EC 2.1.-.-) (57 kDa iron-sulfur cluster assembly factor for biotin synthase- and aconitase-like mitochondrial proteins) (CCR4-associated factor 17)	IBA57 CAF17 YJR122W J2043	497	J2043	YJR122W	CAF17	IBA57	NP_012656.1;	YJR122W;	853586;	YJR122w;	S000003883;	10915_at
P35193	DIP-1407N	ATG19_YEAST	Autophagy-related protein 19 (Cytoplasm-to-vacuole targeting protein 19)	ATG19 CVT19 YOL082W O0980 YOL01	415	O0980 YOL01	YOL082W	CVT19	ATG19	NP_014559.1;	YOL082W;	854072;	YOL082w;	S000005442;	8616_at
P13185	DIP-1406N	KIN1_YEAST	Serine/threonine protein kinase KIN1 (EC 2.7.11.1)	KIN1 YDR122W YD9727.17	1064	YD9727.17	YDR122W	---	KIN1	NP_010407.1;	YDR122W;	851700;	YDR122w;	S000002529;	6357_at
P14904	DIP-1409N	AMPL_YEAST	Vacuolar aminopeptidase 1 (EC 3.4.11.22) (Aminopeptidase yscI) (Leucine aminopeptidase IV) (LAPIV) (Lysosomal aminopeptidase III) (Polypeptidase) (Vacuolar aminopeptidase I)	APE1 API LAP4 YSC1 YKL103C YKL455	514	YKL455	YKL103C	API LAP4 YSC1	APE1	NP_012819.1;	YKL103C;	853758;	YKL103c;	S000001586;	10681_at
P06208	DIP-1412N	LEU1_YEAST	2-isopropylmalate synthase (EC 2.3.3.13) (Alpha-IPM synthase) (Alpha-isopropylmalate synthase)	LEU4 YNL104C N2173	619	N2173	YNL104C	---	LEU4	NP_014295.1;	YNL104C;	855619;	YNL104c;	S000005048;	8973_at
P34234	DIP-1413N	LOT5_YEAST	Protein LOT5 (Low temperature-responsive protein 5)	LOT5 YKL183W	306	---	YKL183W	---	LOT5	NP_012738.1;	YKL183W;	853652;	YKL183w;	S000001666;	10780_at
P35718	DIP-1414N	RPC8_YEAST	DNA-directed RNA polymerase III subunit RPC8 (RNA polymerase III subunit C8) (DNA-directed RNA polymerase III 25 kDa polypeptide) (RNA polymerase III subunit C25)	RPC25 YKL144C UNF1 YKL1	212	UNF1 YKL1	YKL144C	---	RPC25	NP_012778.1;	YKL144C;	853713;	YKL144c;	S000001627;	10729_at
P25502	DIP-1425N	PUT3_YEAST	Proline utilization trans-activator	PUT3 YKL015W	979	---	YKL015W	---	PUT3	NP_012910.1;	YKL015W;	853854;	YKL015w;	S000001498;	10592_at
P53237	DIP-1424N	LST7_YEAST	Protein LST7 (Lethal with SEC thirteen protein 7)	LST7 YGR057C	242	---	YGR057C	---	LST7	NP_011571.4;	YGR057C;	852948;	YGR057c;	S000003289;	4938_at
P23059	DIP-1429N	NAA38_YEAST	N-alpha-acetyltransferase 38, NatC auxiliary subunit (L-A virus GAG protein N-acetyltransferase subunit MAK31) (Maintenance of killer protein 31) (N-terminal acetyltransferase C complex subunit MAK31) (NatC complex subunit MAK31)	MAK31 NAA38 YCR020C-A YCR20C-A	88	YCR20C-A	YCR020C-A	NAA38	MAK31	NP_009948.1;	YCR020C-A;	850383;	YCR020c-a;	S000000614;	6853_at
P47167	DIP-1431N	MCM22_YEAST	Central kinetochore subunit MCM22 (Minichromosome maintenance protein 22)	MCM22 YJR135C J2122	239	J2122	YJR135C	---	MCM22	NP_012669.1;	YJR135C;	853599;	YJR135c;	S000003896;	10883_at
Q12262	DIP-1430N	MCM16_YEAST	Central kinetochore subunit MCM16 (Minichromosome maintenance protein 16)	MCM16 YPR046W	181	---	YPR046W	---	MCM16	NP_015371.1;	YPR046W;	856159;	YPR046w;	S000006250;	7711_at
Q02574	DIP-1432N	MEC3_YEAST	DNA damage checkpoint control protein MEC3	MEC3 PIP3 PSO9 YLR288C L8003.15	474	L8003.15	YLR288C	PIP3 PSO9	MEC3	NP_013391.1;	YLR288C;	850995;	YLR288c;	S000004279;	10048_at
P32570	DIP-1433N	MED22_YEAST	Mediator of RNA polymerase II transcription subunit 22 (Mediator complex subunit 22) (Suppressor of RNA polymerase B 6)	SRB6 MED22 YBR253W YBR1721	121	YBR1721	YBR253W	MED22	SRB6	NP_009812.1;	YBR253W;	852555;	YBR253w;	S000000457;	7118_at
Q08278	DIP-1435N	MED7_YEAST	Mediator of RNA polymerase II transcription subunit 7 (Mediator complex subunit 7)	MED7 YOL135C	222	---	YOL135C	---	MED7	NP_014506.1;	YOL135C;	853985;	YOL135c;	S000005495;	8699_at
P16523	DIP-1436N	MER1_YEAST	Meiotic recombination 1 protein	MER1 YNL210W N1330	270	N1330	YNL210W	---	MER1	NP_014189.1;	YNL210W;	855511;	YNL210w;	S000005154;	9093_at
P35719	DIP-1437N	MRP8_YEAST	Uncharacterized protein MRP8	MRP8 YKL142W YKL3	219	YKL3	YKL142W	---	MRP8	NP_012780.1;	YKL142W;	853715;	YKL142w;	S000001625;	10731_at
P40469	DIP-1438N	MET18_YEAST	DNA repair/transcription protein MET18/MMS19 (Methyl methanesulfonate-sensitivity protein 19)	MET18 MMS19 YIL128W	1032	---	YIL128W	MMS19	MET18	NP_012138.1;	YIL128W;	854678;	YIL128w;	S000001390;	4228_at
Q99278	DIP-1434N	MED11_YEAST	Mediator of RNA polymerase II transcription subunit 11 (Mediator complex subunit 11)	MED11 YMR112C YM9718.11C	115	YM9718.11C	YMR112C	---	MED11	NP_013830.1;	---	855139;	YMR112c;	S000004718;	9508_at
P39014	DIP-1439N	MET30_YEAST	F-box protein MET30 (E3 ubiquitin ligase complex SCF(Met30) subunit MET30) (Methionine-requiring protein 30)	MET30 YIL046W	640	---	YIL046W	---	MET30	NP_012218.1;	YIL046W;	854765;	YIL046w;	S000001308;	4125_at
P38277	DIP-1440N	YBY8_YEAST	Uncharacterized protein YBR138C	YBR138C YBR1014	524	YBR1014	YBR138C	---	---	NP_009696.2;	YBR138C;	852435;	YBR138c;	S000000342;	7229_at
Q12020	DIP-1442N	SRL2_YEAST	Protein SRL2 (Suppressor of RAD53 null lethality protein 2)	SRL2 YLR082C	392	---	YLR082C	---	SRL2	NP_013183.1;	YLR082C;	850771;	YLR082c;	S000004072;	10246_at
P38346	DIP-1443N	BIT2_YEAST	Probable target of rapamycin complex 2 subunit BIT2 (TORC2 subunit BIT2) (Binding partner of TOR2 protein 2)	BIT2 YBR270C YBR1738	545	YBR1738	YBR270C	---	BIT2	NP_009829.2;	YBR270C;	852573;	YBR270c;	S000000474;	7088_at
P47041	DIP-1444N	BIT61_YEAST	Target of rapamycin complex 2 subunit BIT61 (TORC2 subunit BIT61) (61 kDa binding partner of TOR2 protein)	BIT61 YJL058C J1141	543	J1141	YJL058C	---	BIT61	NP_012477.1;	YJL058C;	853388;	YJL058c;	S000003594;	11099_at
Q02659	DIP-1446N	YP025_YEAST	Putative uncharacterized protein YPL025C	YPL025C LPB6	185	LPB6	YPL025C	---	---	---	YPL025C;	---	---	S000005946;	7773_at
Q08206	DIP-1450N	YO036_YEAST	Uncharacterized protein YOL036W	YOL036W	761	---	YOL036W	---	---	NP_014606.1;	YOL036W;	854120;	YOL036w;	S000005396;	8571_at
P43563	DIP-1449N	MOB2_YEAST	CBK1 kinase activator protein MOB2 (MPS1 binder 2) (Maintenance of ploidy protein MOB2)	MOB2 YFL034C-B YFL035C YFL035C-A	287	YFL035C YFL035C-A	YFL034C-B	---	MOB2	NP_116618.1;	YFL034C-B;	850508;	YFL034c-b;	S000001859;	5313_s_at
P38714	DIP-1452N	SYRM_YEAST	Arginine--tRNA ligase, mitochondrial (EC 6.1.1.19) (Arginyl-tRNA synthetase) (ArgRS)	MSR1 YHR091C	643	---	YHR091C	---	MSR1	NP_011959.1;	YHR091C;	856491;	---	S000001133;	4427_at
P32497	DIP-1470N	EIF3C_YEAST	Eukaryotic translation initiation factor 3 subunit C (eIF3c) (Eukaryotic translation initiation factor 3 93 kDa subunit) (eIF3 p93) (Nuclear transport protein NIP1) (Translation initiation factor eIF3, p93 subunit)	NIP1 YMR309C YM9924.01C YM9952.11C	812	YM9924.01C YM9952.11C	YMR309C	---	NIP1	NP_014040.1;	YMR309C;	855357;	YMR309c;	S000004926;	9317_at
P32911	DIP-1471N	SUI1_YEAST	Eukaryotic translation initiation factor eIF-1 (Protein translation factor SUI1)	SUI1 RFR1 YNL244C N0905	108	N0905	YNL244C	RFR1	SUI1	NP_014155.1;	YNL244C;	855477;	YNL244c;	S000005188;	9105_at
P33420	DIP-1473N	NIP80_YEAST	Protein NIP100 (Protein NIP80)	NIP100 NIP80 YPL174C	868	---	YPL174C	NIP80	NIP100	NP_015151.1;	YPL174C;	855929;	YPL174c;	S000006095;	7941_at
P43609	DIP-1478N	RSC8_YEAST	Chromatin structure-remodeling complex protein RSC8 (Remodel the structure of chromatin complex subunit 8) (SWI3 homolog)	RSC8 SWH3 YFR037C	557	---	YFR037C	SWH3	RSC8	NP_116695.3;	YFR037C;	850598;	YFR037c;	S000001933;	5336_at
P32832	DIP-1477N	RSC7_YEAST	Chromatin structure-remodeling complex subunit RSC7 (Nuclear protein localization protein 6) (Remodel the structure of chromatin complex subunit 7)	NPL6 RSC7 YMR091C YM9582.16C	435	YM9582.16C	YMR091C	RSC7	NPL6	NP_013809.1;	YMR091C;	855116;	YMR091c;	S000004697;	9533_at
Q08685	DIP-1487N	CLP1_YEAST	mRNA cleavage and polyadenylation factor CLP1	CLP1 YOR250C	445	---	YOR250C	---	CLP1	NP_014893.1;	YOR250C;	854424;	YOR250c;	S000005776;	8317_at
P25299	DIP-1489N	RNA15_YEAST	mRNA 3'-end-processing protein RNA15	RNA15 YGL044C	296	---	YGL044C	---	RNA15	NP_011471.1;	YGL044C;	852838;	YGL044c;	S000003012;	5063_at
Q06411	DIP-1491N	SP382_YEAST	Pre-mRNA-splicing factor SPP382 (CLF1 complex factor 8) (Nineteen complex-related protein 1) (NTC-related protein 1) (Suppressor of PRP38 protein 2)	SPP382 CCF8 NTR1 YLR424W	708	---	YLR424W	CCF8 NTR1	SPP382	NP_013528.1;	YLR424W;	851143;	YLR424w;	S000004416;	9915_at
Q12527	DIP-1492N	ATG11_YEAST	Autophagy-related protein 11 (Cytoplasm to vacuole targeting protein 9)	ATG11 CVT9 YPR049C YP9499.07c	1178	YP9499.07c	YPR049C	CVT9	ATG11	NP_015374.1;	YPR049C;	856162;	YPR049c;	S000006253;	7714_at
P17157	DIP-1493N	PHO85_YEAST	Cyclin-dependent protein kinase PHO85 (EC 2.7.11.22) (Negative regulator of the PHO system) (Serine/threonine-protein kinase PHO85)	PHO85 SSG3 YPL031C P7102.18A	305	P7102.18A	YPL031C	SSG3	PHO85	NP_015294.1;	YPL031C;	856076;	YPL031c;	S000005952;	7767_at
P32473	DIP-1499N	ODPB_YEAST	Pyruvate dehydrogenase E1 component subunit beta, mitochondrial (EC 1.2.4.1) (Pyruvate dehydrogenase complex component E1 beta) (PDHE1-B)	PDB1 YBR221C YBR1511	366	YBR1511	YBR221C	---	PDB1	NP_009780.1;	YBR221C;	852522;	YBR221c;	S000000425;	7131_at
Q06137	DIP-1500N	YL345_YEAST	Putative 6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase YLR345W [Includes: 6-phosphofructo-2-kinase (EC 2.7.1.105); Fructose-2,6-bisphosphatase (EC 3.1.3.46)]	YLR345W	509	---	YLR345W	---	---	NP_013449.1;	YLR345W;	851059;	YLR345w;	S000004337;	9969_at
P27796	DIP-1504N	THIK_YEAST	3-ketoacyl-CoA thiolase, peroxisomal (EC 2.3.1.16) (Acetyl-CoA acyltransferase) (Beta-ketothiolase) (Peroxisomal 3-oxoacyl-CoA thiolase)	POT1 FOX3 POX3 YIL160C	417	---	YIL160C	FOX3 POX3	POT1	NP_012106.1;	YIL160C;	854646;	YIL160c;	S000001422;	4241_at
P39108	DIP-1501N	PEX7_YEAST	Peroxisomal targeting signal 2 receptor (PTS2 receptor) (Peroxin-7) (Peroxisome import protein PAS7)	PEX7 PAS7 PEB1 YDR142C YD2943.01C YD9302.18C	375	YD2943.01C YD9302.18C	YDR142C	PAS7 PEB1	PEX7	NP_010426.1;	YDR142C;	851720;	YDR142c;	S000002549;	6333_at
P35190	DIP-1507N	CLG1_YEAST	PHO85 cyclin CLG1 (Cyclin-like G1 protein 1)	CLG1 YGL215W G1105	452	G1105	YGL215W	---	CLG1	NP_011300.1;	YGL215W;	852657;	YGL215w;	S000003183;	5210_at
P40038	DIP-1496N	PCL6_YEAST	PHO85 cyclin-6	PCL6 YER059W	420	---	YER059W	---	PCL6	NP_010980.1;	YER059W;	856787;	YER059w;	S000000861;	5674_at
P40186	DIP-1508N	PCL7_YEAST	PHO85 cyclin-7 (PHO85-associated protein 1)	PCL7 PAP1 YIL050W	285	---	YIL050W	PAP1	PCL7	NP_012214.3;	YIL050W;	854761;	---	S000001312;	4167_at
Q12477	DIP-1510N	PCL9_YEAST	PHO85 cyclin-9	PCL9 YDL179W D1408	304	D1408	YDL179W	---	PCL9	NP_010102.1;	YDL179W;	851375;	YDL179w;	S000002338;	6641_at
P35497	DIP-1511N	DHSO1_YEAST	Sorbitol dehydrogenase 1 (EC 1.1.1.14) (L-iditol 2-dehydrogenase 1)	SOR1 SDH1 YJR159W J2395	357	J2395	YJR159W	SDH1	SOR1	NP_012693.1;	YJR159W;	853624;	YJR159w;	S000003920;	10861_s_at
Q07786	DIP-1512N	DHSO2_YEAST	Sorbitol dehydrogenase 2 (EC 1.1.1.14) (L-iditol 2-dehydrogenase 2)	SOR2 YDL246C	357	---	YDL246C	---	SOR2	NP_010035.1;	YDL246C;	851351;	YDL246c;	S000002405;	10861_s_at
Q06651	DIP-1514N	PIB1_YEAST	E3 ubiquitin-protein ligase PIB1 (EC 6.3.2.-) (Phosphatidylinositol 3-phosphate-binding protein 1)	PIB1 YDR313C	286	---	YDR313C	---	PIB1	NP_010599.1;	YDR313C;	851908;	YDR313c;	S000002721;	6144_at
P19541	DIP-1515N	RDS2_YEAST	Regulator of drug sensitivity 2	RDS2 YPL133C LPI12C	446	LPI12C	YPL133C	---	RDS2	NP_015192.1;	YPL133C;	855970;	YPL133c;	S000006054;	7892_at
P54786	DIP-1517N	ZDS2_YEAST	Protein ZDS2	ZDS2 MCS1 YML109W YM8339.10	942	YM8339.10	YML109W	MCS1	ZDS2	NP_013598.1;	YML109W;	854931;	YML109w;	S000004577;	9778_at
P24583	DIP-1516N	KPC1_YEAST	Protein kinase C-like 1 (PKC 1) (EC 2.7.11.13)	PKC1 HPO2 STT1 YBL105C YBL0807	1151	YBL0807	YBL105C	HPO2 STT1	PKC1	NP_009445.2;	YBL105C;	852169;	YBL105c;	S000000201;	7481_at
Q12175	DIP-1457N	MSH5_YEAST	MutS protein homolog 5	MSH5 YDL154W D1542	901	D1542	YDL154W	---	MSH5	NP_010127.1;	YDL154W;	851401;	YDL154w;	S000002313;	6621_at
P45819	DIP-1458N	SPO74_YEAST	Sporulation-specific protein 74	SPO74 YGL170C G1654	413	G1654	YGL170C	---	SPO74	NP_011345.3;	YGL170C;	852705;	YGL170c;	S000003138;	5165_at
P40357	DIP-1460N	SEC9_YEAST	Protein transport protein SEC9	SEC9 HSS7 YGR009C	651	---	YGR009C	HSS7	SEC9	NP_011523.3;	YGR009C;	852892;	YGR009c;	S000003241;	4981_at
P08153	DIP-1461N	SWI5_YEAST	Transcriptional factor SWI5	SWI5 YDR146C YD8358.03C	709	YD8358.03C	YDR146C	---	SWI5	NP_010430.1;	YDR146C;	851724;	YDR146c;	S000002553;	6337_at
Q12277	DIP-1463N	RRP42_YEAST	Exosome complex component RRP42 (Ribosomal RNA-processing protein 42)	RRP42 YDL111C	265	---	YDL111C	---	RRP42	NP_010172.1;	YDL111C;	851447;	YDL111c;	S000002269;	6575_at
P39731	DIP-1464N	MTW1_YEAST	Kinetochore-associated protein MTW1 (Mis12-like protein)	MTW1 DSN3 NSL2 YAL034W-A YAL034AW	289	YAL034AW	YAL034W-A	DSN3 NSL2	MTW1	NP_009367.1;	YAL034W-A;	851197;	YAL034w-a;	S000000032;	11376_at
Q05166	DIP-1466N	NUP59_YEAST	Nucleoporin ASM4 (Nuclear pore protein NUP59)	ASM4 NUP59 YDL088C D2420	528	D2420	YDL088C	NUP59	ASM4	NP_010195.1;	YDL088C;	851470;	YDL088c;	S000002246;	6553_at
P32500	DIP-1465N	NDC1_YEAST	Nucleoporin NDC1 (Nuclear division cycle protein 1) (Nuclear pore protein NDC1)	NDC1 YML031W	655	---	YML031W	---	NDC1	NP_013681.1;	YML031W;	854977;	YML031w;	S000004493;	9679_at
P40060	DIP-1468N	IES5_YEAST	Ino eighty subunit 5	IES5 YER092W	125	---	YER092W	---	IES5	NP_011017.3;	YER092W;	856827;	YER092w;	S000000894;	5621_at
Q03790	DIP-1467N	NUP53_YEAST	Nucleoporin NUP53 (Nuclear pore protein NUP53)	NUP53 YMR153W YM8520.02	475	YM8520.02	YMR153W	---	NUP53	NP_013873.1;	YMR153W;	855184;	YMR153w;	S000004762;	9463_at
Q12134	DIP-1472N	HUA2_YEAST	Protein HUA2	HUA2 YOR284W	243	---	YOR284W	---	HUA2	NP_014927.3;	YOR284W;	854458;	YOR284w;	S000005810;	8260_at
P46984	DIP-1474N	GON7_YEAST	EKC/KEOPS complex subunit GON7 (Low-dye-binding protein 6) (Polarized growth chromatin-associated controller 2)	GON7 LDB6 PCC2 YJL184W J0420	123	J0420	YJL184W	LDB6 PCC2	GON7	NP_012351.1;	YJL184W;	853255;	YJL184w;	S000003720;	11196_at
P53044	DIP-1476N	UFD1_YEAST	Ubiquitin fusion degradation protein 1 (UB fusion protein 1) (Polymerase-interacting protein 3)	UFD1 PIP3 YGR048W	361	---	YGR048W	PIP3	UFD1	NP_011562.1;	YGR048W;	852939;	YGR048w;	S000003280;	4974_at
P33755	DIP-1475N	NPL4_YEAST	Nuclear protein localization protein 4 (HMG-CoA reductase degradation protein 4)	NPL4 HRD4 YBR170C YBR1231	580	YBR1231	YBR170C	HRD4	NPL4	NP_009729.1;	YBR170C;	852468;	YBR170c;	S000000374;	7172_at
P32356	DIP-1479N	TREA_YEAST	Neutral trehalase (EC 3.2.1.28) (Alpha,alpha-trehalase) (Alpha,alpha-trehalose glucohydrolase)	NTH1 NTH YDR001C YD8119.07C	751	YD8119.07C	YDR001C	NTH	NTH1	NP_010284.1;	YDR001C;	851564;	YDR001c;	S000002408;	6462_at
Q06151	DIP-1480N	DCPS_YEAST	m7GpppX diphosphatase (EC 3.6.1.59) (DCS-1) (Hint-related 7meGMP-directed hydrolase 1) (Protein Dcs1p) (Scavenger mRNA-decapping enzyme DcpS)	DCS1 YLR270W	350	---	YLR270W	---	DCS1	NP_013372.1;	YLR270W;	850974;	YLR270w;	S000004260;	10075_at
P33895	DIP-1481N	NUF2_YEAST	Kinetochore protein NUF2	NUF2 YOL069W	451	---	YOL069W	---	NUF2	NP_014572.1;	YOL069W;	854085;	YOL069w;	S000005430;	8628_at
P38620	DIP-1482N	KPR2_YEAST	Ribose-phosphate pyrophosphokinase 2 (EC 2.7.6.1) (Phosphoribosyl pyrophosphate synthase 2)	PRS2 PRPS2 PRS YER099C	318	---	YER099C	PRPS2 PRS	PRS2	NP_011025.3;	YER099C;	856836;	YER099c;	S000000901;	5630_at
P14907	DIP-1484N	NSP1_YEAST	Nucleoporin NSP1 (Nuclear pore protein NSP1) (Nucleoskeletal-like protein) (p110)	NSP1 YJL041W J1207	823	J1207	YJL041W	---	NSP1	NP_012494.3;	YJL041W;	853409;	YJL041w;	S000003577;	11072_at
P39946	DIP-1485N	LIS1_YEAST	Nuclear distribution protein PAC1 (Lissencephaly-1 homolog) (LIS-1) (nudF homolog)	PAC1 LIS1 YOR269W	494	---	YOR269W	LIS1	PAC1	NP_014912.1;	YOR269W;	854443;	YOR269w;	S000005795;	8290_at
Q06568	DIP-1486N	NDE1_YEAST	Nuclear distribution protein nudE homolog 1 (Nuclear distribution protein nudE-like 1)	NDL1 YLR254C	189	---	YLR254C	---	NDL1	NP_013355.1;	YLR254C;	850956;	YLR254c;	S000004244;	10056_at
P25298	DIP-1488N	RNA14_YEAST	mRNA 3'-end-processing protein RNA14	RNA14 YMR061W YM9796.14	677	YM9796.14	YMR061W	---	RNA14	NP_013777.1;	YMR061W;	855083;	YMR061w;	S000004665;	9591_at
Q06410	DIP-1490N	ATG17_YEAST	Autophagy-related protein 17	ATG17 APG17 YLR423C	417	---	YLR423C	APG17	ATG17	NP_013527.3;	YLR423C;	851142;	YLR423c;	S000004415;	9914_at
P25693	DIP-1495N	PCL2_YEAST	PHO85 cyclin-2 (Cyclin HCS26 homolog) (G1/S-specific cyclin PCL2)	PCL2 CLN4 YDL127W D2223	308	D2223	YDL127W	CLN4	PCL2	NP_010156.2;	YDL127W;	851430;	YDL127w;	S000002285;	6603_at
P47029	DIP-1497N	ALY2_YEAST	Arrestin-related trafficking adapter 3 (Arrestin-like protein 2)	ALY2 ART3 YJL084C J0934	1046	J0934	YJL084C	ART3	ALY2	NP_012451.1;	YJL084C;	853361;	YJL084c;	S000003620;	11118_at
Q06324	DIP-1498N	MMR1_YEAST	Mitochondrial MYO2 receptor-related protein 1	MMR1 YLR190W	491	---	YLR190W	---	MMR1	NP_013291.1;	YLR190W;	850887;	YLR190w;	S000004180;	10125_at
